,alpha_asset,beta_asset,h_ratio,spread,ar_proc,h_ratio std,h_ratio_mean,spread std,spread mean
19,2.148672433896923,4.888008040353021,1.8078873380948606,1.0018683514143687,0.003616277951950429,0.002,1.8,0.002,1
20,2.1564344650402307,4.903441744726622,1.8064515163211259,1.0045766978524877,0.0024902669793395423,0.002,1.8,0.002,1
21,2.164186846568863,4.915186740850666,1.8073725097145068,1.0028342522184155,0.0009975512664523668,0.002,1.8,0.002,1
22,2.1719291002794097,4.9426998156362885,1.8097938587907167,1.0072886959294507,-0.0011724967836054772,0.002,1.8,0.002,1
23,2.1796607485931925,4.956041241264511,1.8107264066768198,1.0066589002008512,-0.0008764900280735914,0.002,1.8,0.002,1
24,2.187381314585725,4.970084388977509,1.8126253017980798,1.0091058911437043,5.685256562691914e-05,0.002,1.8,0.002,1
25,2.1950903220161284,4.992645576566888,1.813516887307499,1.0133794612863403,0.0011860109850430497,0.002,1.8,0.002,1
26,2.2027872953565124,5.011771367049128,1.816592222928105,1.0149152519621125,-0.0003321068437844378,0.002,1.8,0.002,1
27,2.2104717598213055,5.028394008896883,1.8176943511477217,1.014442595170578,-0.0035505584270960097,0.002,1.8,0.002,1
28,2.2181432413965427,5.052507228460859,1.8193365340305572,1.0181643162763019,-0.0026872760248341987,0.002,1.8,0.002,1
29,2.225801266869104,5.064138544978923,1.8171716738213546,1.018489007313435,6.851501976433221e-05,0.002,1.8,0.002,1
30,2.2334453638559055,5.07872478376095,1.8162851624920486,1.0193498998231196,8.503047470819664e-06,0.002,1.8,0.002,1
31,2.2410750608330385,5.094888367530092,1.816146509138232,1.0218756881475322,3.387152752680531e-05,0.002,1.8,0.002,1
32,2.2486898871648546,5.100503236994087,1.815864980576793,1.018585967393454,0.0001622859171619863,0.002,1.8,0.002,1
33,2.2562893731329967,5.112174960931482,1.812448150871184,1.0194539989312983,0.0022445099523036257,0.002,1.8,0.002,1
34,2.263873049965373,5.119955905518758,1.8099469060728606,1.017905734456613,0.0032789635180888923,0.002,1.8,0.002,1
35,2.271440449865074,5.13195076274253,1.8103162349446877,1.0187212016979568,0.002607584695300582,0.002,1.8,0.002,1
36,2.2789911060392294,5.134016411498217,1.8051879589515392,1.0188086326891552,0.002005973792814617,0.002,1.8,0.002,1
37,2.286524552727798,5.14731166069808,1.8047625935000238,1.0205762879507265,0.0006639153549084276,0.002,1.8,0.002,1
38,2.294040325232304,5.164615534109667,1.8051918760678567,1.0241030534759354,-0.0007137452921702924,0.002,1.8,0.002,1
39,2.3015379599444956,5.1749593152352515,1.8053824160437812,1.021747071991114,-0.002560476572012347,0.002,1.8,0.002,1
40,2.3090169943749475,5.196956972874615,1.8081264715976137,1.0213762056341553,-0.0010544750684937142,0.002,1.8,0.002,1
41,2.316476967181586,5.204575830892568,1.8053640438468506,1.022035827252465,-0.0002301256002244781,0.002,1.8,0.002,1
42,2.3239174181981492,5.22023604087364,1.8082665928544284,1.021450167603611,0.0004415519523674031,0.002,1.8,0.002,1
43,2.331337888462571,5.244896965462934,1.8124523035852353,1.0207494206233956,0.0008042583830612526,0.002,1.8,0.002,1
44,2.3387379202452916,5.260294159137779,1.8107437142509921,1.0241582028488363,0.00045754585075043804,0.002,1.8,0.002,1
45,2.346117057077493,5.26567853832712,1.8089461429858849,1.0231645322254523,-0.0016075034609528958,0.002,1.8,0.002,1
46,2.353474843779257,5.275729178159916,1.8091020557574893,1.0190331468615907,-0.001174711355331827,0.002,1.8,0.002,1
47,2.3608108264876417,5.283332452286589,1.808976327112334,1.0162127996252126,-0.002414079566421954,0.002,1.8,0.002,1
48,2.368124552684678,5.297431444143209,1.8075349394392468,1.016289509172379,-0.0016964445877077636,0.002,1.8,0.002,1
49,2.375415571225283,5.310051744964679,1.8075963060436948,1.0172073668730541,-0.003197699582368668,0.002,1.8,0.002,1
50,2.3826834323650896,5.3155191551619465,1.8067950340549086,1.015639550279449,-0.00254316529667208,0.002,1.8,0.002,1
51,2.3899276877881883,5.333250154390871,1.8081931569699616,1.0125532920763838,-0.0020051842689802436,0.002,1.8,0.002,1
52,2.3971478906347805,5.34079338351406,1.80680312691101,1.0108260292661608,-0.0028257473945710486,0.002,1.8,0.002,1
53,2.404343595528745,5.3536862806296215,1.8067945562539434,1.0106717910186693,-0.0037066968393724767,0.002,1.8,0.002,1
54,2.4115143586051087,5.368160148455263,1.8061272856699901,1.0115997396858827,-0.004425488953987006,0.002,1.8,0.002,1
55,2.4186597375374284,5.3774551131081125,1.806771495956935,1.013342092087461,-0.0019300561071490803,0.002,1.8,0.002,1
56,2.425779291565073,5.39614965663079,1.8071241718284257,1.0137996054544265,-0.00261144495334291,0.002,1.8,0.002,1
57,2.4328725815204137,5.402551111272188,1.805775273842988,1.01236761266872,-0.001058864705771883,0.002,1.8,0.002,1
58,2.439939169855915,5.422821653441199,1.8085223845872893,1.0121336103546763,-0.00234158955042962,0.002,1.8,0.002,1
59,2.4469786206711213,5.435816943610912,1.8078551691135034,1.0135517729173238,-0.001879598447919325,0.002,1.8,0.002,1
60,2.4539904997395467,5.450978699474932,1.8095215686391954,1.0110166424962959,-0.001031949580159472,0.002,1.8,0.002,1
61,2.4609743745354624,5.46122397249808,1.809724205673293,1.0099649260133292,-0.0012347681460884762,0.002,1.8,0.002,1
62,2.4679298142605735,5.468035630686212,1.8071805229427313,1.0077841446230889,-0.0004759550152577735,0.002,1.8,0.002,1
63,2.4748563898705944,5.468708169827054,1.8044588548690135,1.0059974470313078,0.0006698691080004615,0.002,1.8,0.002,1
64,2.481753674101715,5.487022693104406,1.8040444596131329,1.0067261048959555,0.0007965633342847308,0.002,1.8,0.002,1
65,2.488621241496955,5.492836002826095,1.8020236325132246,1.0084514358634933,0.0008313999906188927,0.002,1.8,0.002,1
66,2.4954586684324074,5.506974504844749,1.8041538703213147,1.0072844379199486,0.0020452658030599043,0.002,1.8,0.002,1
67,2.5022655331433725,5.530509300734903,1.8054115349335746,1.0060489373242072,0.0027925554375744406,0.002,1.8,0.002,1
68,2.5090414157503713,5.5307258148313805,1.8028366159898352,1.0062321010590716,0.0015875712060191723,0.002,1.8,0.002,1
69,2.5157858982850474,5.53553851625405,1.7994943557324237,1.0049417316211444,0.0011549410065397143,0.002,1.8,0.002,1
70,2.522498564715949,5.539997705403608,1.796942013646223,1.0065079715070573,-0.0005346008459784822,0.002,1.8,0.002,1
71,2.5291790009741906,5.54964665760354,1.7964533397016167,1.0070502963632748,4.788300281195903e-05,0.002,1.8,0.002,1
72,2.5358267949789965,5.561903455442037,1.7956084392446006,1.0097742617612928,-0.00019784499084616724,0.002,1.8,0.002,1
73,2.5424415366631186,5.5740681911876955,1.7946231423709866,1.0082872055084477,-0.0005245474803799556,0.002,1.8,0.002,1
74,2.549022817998132,5.579912732434374,1.7945610898179567,1.0089143966810743,-0.003730358495402161,0.002,1.8,0.002,1
75,2.555570233019602,5.588560426220396,1.7920597965956004,1.0120613079465057,-0.0015567382128805836,0.002,1.8,0.002,1
76,2.5620833778521304,5.614163127390316,1.7959672555130224,1.0109950580323301,-0.00020191385044047625,0.002,1.8,0.002,1
77,2.568561850734264,5.625818981586846,1.7982095763122625,1.009549276617751,-0.00037163929669305304,0.002,1.8,0.002,1
78,2.5750052520432787,5.645225331113269,1.7991557673516272,1.01117842807387,0.0012634040812391262,0.002,1.8,0.002,1
79,2.5814131843198305,5.648555442446559,1.7966502442293317,1.0107546035714703,0.0010674365927483324,0.002,1.8,0.002,1
80,2.5877852522924734,5.662380417804745,1.7969073109371794,1.0108236995770936,-9.7950728632657e-05,0.002,1.8,0.002,1
81,2.5941210629020386,5.683997019358439,1.7996353097896338,1.0145750103999105,-0.0002042742264961524,0.002,1.8,0.002,1
82,2.600420225325884,5.689337908917661,1.7965118726084308,1.0159482490662497,-0.00033517771259032006,0.002,1.8,0.002,1
83,2.6066823510019996,5.699096713347861,1.7972222412562375,1.0155721490475915,-0.0006889322112686232,0.002,1.8,0.002,1
84,2.612907053652976,5.713924165519574,1.7996373370695442,1.0134926244154687,0.0004721957155129466,0.002,1.8,0.002,1
85,2.6190939493098337,5.734207390454295,1.799696547503039,1.01788051485511,0.00039170183983710963,0.002,1.8,0.002,1
86,2.625242656335705,5.729236138110731,1.7956339356144848,1.0169285887741861,0.0006464788931480937,0.002,1.8,0.002,1
87,2.6313527954493776,5.739858416205607,1.7960942857740598,1.0161653025154997,-0.0005854218739873565,0.002,1.8,0.002,1
88,2.6374239897486897,5.751537120037676,1.7958158181134978,1.0133897531376355,-0.00034341820563490376,0.002,1.8,0.002,1
89,2.643455864733779,5.763715436508064,1.7946913195074423,1.0146692960984864,0.00018982382652456614,0.002,1.8,0.002,1
90,2.649448048330184,5.770448463427127,1.7946086834802126,1.0134994262005952,-0.002021402623297045,0.002,1.8,0.002,1
91,2.655400170911794,5.781139999515265,1.7945188153215983,1.0167077224111107,-0.0003579719715249239,0.002,1.8,0.002,1
92,2.661311865323652,5.793445903532662,1.7955162185666624,1.0144047895137736,-0.0005073552365371618,0.002,1.8,0.002,1
93,2.6671827669045998,5.805348322321577,1.7958078092223877,1.016027701997388,-0.0003056042625818371,0.002,1.8,0.002,1
94,2.6730125135097733,5.806740735656844,1.793547480700642,1.0134641045349502,-0.00012769145900439215,0.002,1.8,0.002,1
95,2.678800745532942,5.823280991443261,1.7946041430020945,1.0164393490521741,0.0007475363116072238,0.002,1.8,0.002,1
96,2.6845471059286887,5.829175286405132,1.7927370380328116,1.015482863813844,0.0007895818085412894,0.002,1.8,0.002,1
97,2.690251240234437,5.831589145544399,1.790967266440392,1.012817061322231,-0.00035192242038189353,0.002,1.8,0.002,1
98,2.695912796592314,5.844743217712864,1.7927983275615245,1.0135272840797416,-0.0005823951495877632,0.002,1.8,0.002,1
99,2.7015314257708556,5.856718382976575,1.7929851884970291,1.0132058855297437,7.705918944344269e-05,0.002,1.8,0.002,1
100,2.7071067811865475,5.863598147702164,1.7925930584717857,1.0110377497318714,-0.0014289681097066711,0.002,1.8,0.002,1
101,2.712638518925205,5.87200344995796,1.7916325726661753,1.0159937094963754,-0.0013907463479694636,0.002,1.8,0.002,1
102,2.718126297763189,5.890355688875607,1.7938409638514627,1.0165302346609553,-0.00220936226799388,0.002,1.8,0.002,1
103,2.7235697791884492,5.888423570860418,1.7895870015951438,1.0161636435650567,0.0009550226205070232,0.002,1.8,0.002,1
104,2.7289686274214118,5.899316655870182,1.7891298547015886,1.0175065609350376,0.001783005840409582,0.002,1.8,0.002,1
105,2.7343225094356853,5.910631382904897,1.7892657957195541,1.0170564364872345,-0.00013563033219051888,0.002,1.8,0.002,1
106,2.73963109497861,5.9209898204581854,1.7908394414215163,1.0179333168669922,0.00045831740165236905,0.002,1.8,0.002,1
107,2.744894056591622,5.940096662834463,1.7919403532341016,1.0204390542082677,0.00034791301157299716,0.002,1.8,0.002,1
108,2.7501110696304596,5.948955277919879,1.792198989652207,1.0205542168555835,-0.001380918436346534,0.002,1.8,0.002,1
109,2.7552818122851837,5.959986177702779,1.791961179449118,1.0237917602854545,-0.0020970011743219738,0.002,1.8,0.002,1
110,2.760405965600031,5.979975178977687,1.7950623249908013,1.0244935063444478,-0.0003875700095479341,0.002,1.8,0.002,1
111,2.7654832134930882,5.990197284137495,1.7944661798957044,1.0280157499990987,0.0003854921778743269,0.002,1.8,0.002,1
112,2.770513242775789,6.0070246274466434,1.7961166571058453,1.032294985008629,-0.0010898090980181584,0.002,1.8,0.002,1
113,2.7754957431722342,6.012005168644587,1.7947894070426922,1.0305542884890428,0.00015159922331886772,0.002,1.8,0.002,1
114,2.7804304073383297,6.024840673662085,1.7960237232925766,1.0275290287082224,0.0010513872341926863,0.002,1.8,0.002,1
115,2.785316930880745,6.027604919136667,1.795486066149293,1.0245154462996802,0.001598317517827313,0.002,1.8,0.002,1
116,2.79015501237569,6.02833270724524,1.7938952476704384,1.0231835002366414,5.86320527612553e-05,0.002,1.8,0.002,1
117,2.79494435338751,6.039367637487345,1.7942169173325737,1.0237506211300902,0.0005883364580834757,0.002,1.8,0.002,1
118,2.7996846584870907,6.059682166324457,1.7987179587680002,1.0236824837913405,-0.0006154101637515152,0.002,1.8,0.002,1
119,2.8043756352700844,6.058099367977208,1.7965033208994614,1.0220126132814746,-0.001112872658769773,0.002,1.8,0.002,1
120,2.8090169943749475,6.063951558626796,1.7952382399357452,1.0218709401687465,-0.00020110033283402419,0.002,1.8,0.002,1
121,2.813608449500787,6.073618082832848,1.7955034876493297,1.0218596655051972,0.000853540348588317,0.002,1.8,0.002,1
122,2.8181497174250234,6.088302799404579,1.7970721710623205,1.0227498349437587,-0.0001796643680446172,0.002,1.8,0.002,1
123,2.82264051802086,6.09178942420546,1.7956521541911858,1.0242063105571135,-0.0010820227261705727,0.002,1.8,0.002,1
124,2.8270805742745617,6.1077853965137985,1.7990183879188713,1.0232353492009942,-0.0012355319642403534,0.002,1.8,0.002,1
125,2.8314696123025453,6.111027607155517,1.7961564369574632,1.0268844913773132,-0.00022595741004311659,0.002,1.8,0.002,1
126,2.8358073613682704,6.125161874262865,1.7980238424173416,1.0273038455138168,-0.0018121580319645507,0.002,1.8,0.002,1
127,2.840093553898942,6.126197674445159,1.7940963735740454,1.0299472698768186,-0.0006107726682606215,0.002,1.8,0.002,1
128,2.8443279255020153,6.13958589940853,1.7958471732663253,1.0316647721831178,0.0020243823528643024,0.002,1.8,0.002,1
129,2.848510214981504,6.152787372639625,1.79891721453296,1.0312940148646959,-0.002637411431862297,0.002,1.8,0.002,1
130,2.852640164354092,6.1583767806790375,1.797464208699004,1.0315158969904665,-0.000895206846392445,0.002,1.8,0.002,1
131,2.8567175188650493,6.17092229655261,1.7983991756685287,1.033435760916161,-0.0005462499166151213,0.002,1.8,0.002,1
132,2.8607420270039436,6.176155684727585,1.798440389293316,1.0328563989539454,-0.0021395965299070476,0.002,1.8,0.002,1
133,2.864713440520155,6.178275010791139,1.797995414895833,1.0326706632477294,-0.0029591439111173834,0.002,1.8,0.002,1
134,2.8686315144381913,6.186763281252375,1.7961332009587574,1.0311700019045378,0.0007178361196113476,0.002,1.8,0.002,1
135,2.872496007072797,6.181722149683663,1.7951377240046105,1.026509132498627,-9.971753417793895e-05,0.002,1.8,0.002,1
136,2.8763066800438635,6.185645803329438,1.7935834793388592,1.0263223450670351,-0.0008013173985080327,0.002,1.8,0.002,1
137,2.880063298291132,6.179018008561399,1.7899194869356139,1.0251911960062823,-0.0010529223818336732,0.002,1.8,0.002,1
138,2.8837656300886936,6.178795625174189,1.7876756290025397,1.0229188985892053,-0.0006460673050093441,0.002,1.8,0.002,1
139,2.8874134470592834,6.201564415099433,1.7945108781088208,1.0224537877082358,-0.000698246857946527,0.002,1.8,0.002,1
140,2.891006524188368,6.209316175532449,1.7931986563632223,1.022397647150812,-7.922748997722521e-05,0.002,1.8,0.002,1
141,2.894544639838025,6.224244195227285,1.795031955168841,1.0251553254914716,3.690270536776337e-05,0.002,1.8,0.002,1
142,2.8980275757606155,6.228297380548967,1.7944309776319323,1.0248656728333096,0.0015102045551060033,0.002,1.8,0.002,1
143,2.9014551171122456,6.230353150970752,1.7938323170410455,1.026926328655012,-0.0006388626530695652,0.002,1.8,0.002,1
144,2.9048270524660196,6.235497358907257,1.793373407828952,1.0268401445299995,0.0008865867435092102,0.002,1.8,0.002,1
145,2.9081431738250814,6.244572816638156,1.7927330479933126,1.0298981148168223,0.0017493494350921202,0.002,1.8,0.002,1
146,2.911403276635445,6.237259205448833,1.7895541415639251,1.0282089745302447,0.000836748908546614,0.002,1.8,0.002,1
147,2.9146071597986136,6.254838050441856,1.7927144530327914,1.0295632294117074,0.0008675094345805814,0.002,1.8,0.002,1
148,2.917754625683981,6.251712281042219,1.7892682998018372,1.0322869286120682,0.00204268550995254,0.002,1.8,0.002,1
149,2.9208454801410264,6.2649492316200925,1.7905582656083985,1.0328433614634533,0.001419355319803938,0.002,1.8,0.002,1
150,2.923879532511287,6.271942557356632,1.7913053037975102,1.0329844613149115,0.0010195494488361727,0.002,1.8,0.002,1
151,2.9268565956401207,6.282238764002061,1.793838123118761,1.031835145825069,0.0005256624119297846,0.002,1.8,0.002,1
152,2.9297764858882513,6.296071955939485,1.7960964415485203,1.0309334334913867,0.0008462331679053434,0.002,1.8,0.002,1
153,2.932639023143094,6.293789238806742,1.7963426268276312,1.0266107287684896,-0.001498564020455051,0.002,1.8,0.002,1
154,2.935444030829867,6.3009367092633015,1.7953966657337075,1.028676211093901,-0.0008488367918329499,0.002,1.8,0.002,1
155,2.9381913359224843,6.312391133861204,1.797238220600624,1.0301889260398365,0.0005528340467721378,0.002,1.8,0.002,1
156,2.9408807689542256,6.321786150825057,1.8002789894794538,1.0292339918273805,-0.0008911958890193317,0.002,1.8,0.002,1
157,2.943512164028194,6.32707261289067,1.8009418109466468,1.0295439136474733,0.0001765397980560057,0.002,1.8,0.002,1
158,2.9460853588275455,6.334387847191071,1.8012565522471342,1.028015540634312,-0.000272043301496068,0.002,1.8,0.002,1
159,2.9486001946255045,6.350379682972639,1.8043151790030003,1.0295316389671043,0.0004546679210916788,0.002,1.8,0.002,1
160,2.9510565162951536,6.346909894629869,1.8012051465975816,1.0288965075609977,0.0005847458393607036,0.002,1.8,0.002,1
161,2.9534541723190015,6.345044395043042,1.8001166590558164,1.0254362505161745,0.0010282295324114852,0.002,1.8,0.002,1
162,2.95579301479833,6.342414715053638,1.79849124719474,1.0269826383478966,0.0012186645290054423,0.002,1.8,0.002,1
163,2.9580728994623193,6.358454420933427,1.8010829780606166,1.03066390220952,0.0012709453920011133,0.002,1.8,0.002,1
164,2.960293685676943,6.3737058689711406,1.803219531077583,1.0322972229764362,0.0022700606728764125,0.002,1.8,0.002,1
165,2.962455236453647,6.377099423692785,1.804315703320996,1.0310727085003357,0.0007417057464716972,0.002,1.8,0.002,1
166,2.9645574184577983,6.382191523211685,1.8051956454931608,1.0325127484737153,-0.0007095559775867882,0.002,1.8,0.002,1
167,2.9666001020169075,6.386037591832462,1.8048426882277426,1.0337940949442903,-0.0003508349409785307,0.002,1.8,0.002,1
168,2.968583161128631,6.394282965393082,1.8056210857740407,1.035314683054063,0.00012537800738623165,0.002,1.8,0.002,1
169,2.9705064734685425,6.403013476504406,1.807011018042377,1.0348359910875014,0.00034541824551778916,0.002,1.8,0.002,1
170,2.972369920397677,6.415061672104347,1.8093843763131836,1.0368599722171967,-0.0015151866015288898,0.002,1.8,0.002,1
171,2.9741733869698495,6.420542038635145,1.8116399943380852,1.0350848430724928,-0.0006401736925967919,0.002,1.8,0.002,1
172,2.9759167619387474,6.429383724357643,1.8124566439676142,1.0381640658084752,-0.0009061054138421178,0.002,1.8,0.002,1
173,2.977599937764791,6.4499740293907895,1.8178820293795557,1.0382709886677532,0.0014901398589735773,0.002,1.8,0.002,1
174,2.9792228106217657,6.46270140434641,1.8194706040991917,1.0382802107478502,0.0013802629725806416,0.002,1.8,0.002,1
175,2.9807852804032304,6.46322724116515,1.8194401351058165,1.0368196334333302,0.0013097653181306618,0.002,1.8,0.002,1
176,2.982287250728689,6.461653378573569,1.818018443635599,1.0399739937181223,-3.435676026870339e-05,0.002,1.8,0.002,1
177,2.9837286289495357,6.454210099248538,1.8149832033386584,1.0403503456530776,5.262352533385554e-05,0.002,1.8,0.002,1
178,2.985109326154774,6.450081309909431,1.811949071913517,1.0382704467497588,0.0008805257049150067,0.002,1.8,0.002,1
179,2.9864292571764954,6.446857821501809,1.8112268938819438,1.0376727275745234,0.00034815983004473597,0.002,1.8,0.002,1
180,2.9876883405951378,6.4425701016028105,1.8111432440841786,1.0369964063781612,-0.000596478026986609,0.002,1.8,0.002,1
181,2.9888864987445043,6.450147187841283,1.8103180057285015,1.040151048222791,-0.0008907268103062701,0.002,1.8,0.002,1
182,2.9900236577165575,6.448150542362647,1.808642029695723,1.041829508847138,-0.0006377034428938142,0.002,1.8,0.002,1
183,2.9910997473659746,6.4477763212401715,1.8081830516040436,1.0433361891952542,-0.0021581567077162862,0.002,1.8,0.002,1
184,2.992114701314478,6.452076645810678,1.8098426949770299,1.0400766503183205,-0.0036640212252897274,0.002,1.8,0.002,1
185,2.9930684569549264,6.445329975253567,1.8087236745268769,1.0347474337338827,-0.002197477495638117,0.002,1.8,0.002,1
186,2.99396095545518,6.443621693575314,1.8065017451234189,1.0390189799306677,-0.0019074220313657245,0.002,1.8,0.002,1
187,2.9947921417617263,6.445502465188446,1.8044054776900342,1.0379233609159055,-4.7437183960677204e-05,0.002,1.8,0.002,1
188,2.99556196460308,6.443392205375343,1.803721347542456,1.0410739801044906,-0.0011877990481747474,0.002,1.8,0.002,1
189,2.9962703764929413,6.43921594968603,1.8025716942938104,1.0387322500176055,-0.0011851011906873865,0.002,1.8,0.002,1
190,2.996917333733128,6.43425613507006,1.800831042403223,1.03804343553539,0.00031844577202493085,0.002,1.8,0.002,1
191,2.99750279641627,6.430418230786692,1.8008307129726724,1.0343505946524443,-0.0020770564302920493,0.002,1.8,0.002,1
192,2.998026728428272,6.438604288707339,1.8020482737264998,1.0372094610264257,-0.0005433525540021831,0.002,1.8,0.002,1
193,2.998489097450538,6.443615366002212,1.80248753210114,1.0367698753349492,4.143340079880019e-07,0.002,1.8,0.002,1
194,2.99888987496197,6.45509413419412,1.8066451425645758,1.0387146124628903,-0.0005945401752312241,0.002,1.8,0.002,1
195,2.999229036240723,6.445387180308934,1.8025220740923953,1.0401585971847096,1.0341462327494839e-05,0.002,1.8,0.002,1
196,2.999506560365732,6.45884815255188,1.8039783975121912,1.0478130775867593,-0.0010222528181289604,0.002,1.8,0.002,1
197,2.9997224302180006,6.458903012090939,1.8040474914949374,1.049968341730927,0.0001347788804657487,0.002,1.8,0.002,1
198,2.9998766324816604,6.470908822809547,1.806675177657038,1.049329689451361,0.00012934445170230331,0.002,1.8,0.002,1
199,2.9999691576447898,6.472893118886747,1.808188696344256,1.04924772869724,-0.0007155728308711929,0.002,1.8,0.002,1
200,3.0,6.476301189752142,1.8086886371043576,1.0518675621447886,-0.0010521206084866516,0.002,1.8,0.002,1
201,2.9999691576447898,6.479580090888416,1.8098687009316015,1.0491158204119322,-0.001331440391359076,0.002,1.8,0.002,1
202,2.9998766324816604,6.471331960217854,1.80865113742536,1.0481256355834352,-0.0015542247578067972,0.002,1.8,0.002,1
203,2.9997224302180006,6.472339883892738,1.8080244142979205,1.0486624489600316,0.0009304773808828334,0.002,1.8,0.002,1
204,2.999506560365732,6.468636850021897,1.8087624273693925,1.0462752412205796,-0.002206243365856714,0.002,1.8,0.002,1
205,2.999229036240723,6.46631581184896,1.8077422217607713,1.049629840960983,-0.003020449249148508,0.002,1.8,0.002,1
206,2.99888987496197,6.459129496768411,1.806043052375876,1.0470783853598713,-0.003571021534962026,0.002,1.8,0.002,1
207,2.998489097450538,6.455129718940776,1.8036844095355822,1.0477008833662331,-0.004034399456935318,0.002,1.8,0.002,1
208,2.998026728428272,6.43984654552378,1.798403308981097,1.0475381337864051,-0.0024939665824753017,0.002,1.8,0.002,1
209,2.99750279641627,6.437989902807153,1.799675721612535,1.0469796348334393,-0.00022550829908318218,0.002,1.8,0.002,1
210,2.996917333733128,6.4427191437627,1.8004366328937071,1.045268381386836,3.5070583906489865e-05,0.002,1.8,0.002,1
211,2.9962703764929413,6.431046713726211,1.7985108870956532,1.045264952794141,-0.0004713244244502854,0.002,1.8,0.002,1
212,2.99556196460308,6.435650435372327,1.800061009591657,1.0459457960155476,-0.00017397342520788687,0.002,1.8,0.002,1
213,2.9947921417617263,6.443267543796072,1.8021531173781415,1.0451040124485664,0.0005577739837892712,0.002,1.8,0.002,1
214,2.99396095545518,6.447501670970906,1.805579053332528,1.043540670825971,0.000962169593619239,0.002,1.8,0.002,1
215,2.9930684569549264,6.449673064812039,1.8056014543845054,1.043441346579804,0.0010337901212643945,0.002,1.8,0.002,1
216,2.9921147013144775,6.445471644935865,1.805295655056625,1.0429962540642055,0.00026600206826688096,0.002,1.8,0.002,1
217,2.9910997473659746,6.46053655579107,1.8111277154480907,1.0433200379363143,0.0028189968832362756,0.002,1.8,0.002,1
218,2.9900236577165575,6.460868693729484,1.8101002450435466,1.0448040473889149,0.002700183460534254,0.002,1.8,0.002,1
219,2.9888864987445047,6.454993310332869,1.8097446706173663,1.0420519418472518,0.004522854282747459,0.002,1.8,0.002,1
220,2.9876883405951378,6.451478655281438,1.810644144423073,1.0422931918615734,0.001785707059691755,0.002,1.8,0.002,1
221,2.9864292571764954,6.440149551088862,1.8094424425127442,1.0395104227271355,-0.00019651188818069188,0.002,1.8,0.002,1
222,2.985109326154774,6.433717411178972,1.80760983317225,1.0409674381912521,0.0006683372034482766,0.002,1.8,0.002,1
223,2.9837286289495357,6.429075502645847,1.803966182771039,1.0422436849655377,0.0020893509067039244,0.002,1.8,0.002,1
224,2.982287250728689,6.4233516086160085,1.8025112764083981,1.041343569284165,0.0017285273345938076,0.002,1.8,0.002,1
225,2.9807852804032304,6.413135040094706,1.8016572794796357,1.0425199889689052,0.0003804644030466458,0.002,1.8,0.002,1
226,2.9792228106217657,6.418598216142873,1.803699937521151,1.0450855971361614,-0.00010935314998218725,0.002,1.8,0.002,1
227,2.977599937764791,6.402019847524896,1.800059327235769,1.0442297457548102,-0.001105330250216831,0.002,1.8,0.002,1
